epochSeconds,market,symbol,stepChange,minDrop,maxJump,normalizedPricePT40M,changePT6H,rsiPT30M
1661048220,binance,DGBUSDT,0.0000,-0.00,0.01,0.07,0.02,0.62
1661048280,binance,DGBUSDT,-0.0009,-0.00,0.01,-0.53,0.02,0.67
1661048340,binance,DGBUSDT,0.0000,-0.00,0.01,-0.58,0.02,0.67
1661048400,binance,DGBUSDT,0.0000,-0.00,0.00,-0.63,0.02,0.66
1661048460,binance,DGBUSDT,0.0000,-0.00,0.00,-0.66,0.02,0.66
1661048520,binance,DGBUSDT,0.0000,-0.00,0.00,-0.68,0.02,0.66
1661048580,binance,DGBUSDT,-0.0009,-0.00,0.00,-1.32,0.02,0.60
1661048640,binance,DGBUSDT,0.0000,-0.00,0.00,-1.32,0.02,0.59
1661048700,binance,DGBUSDT,-0.0009,-0.01,0.00,-1.89,0.02,0.60
1661048760,binance,DGBUSDT,0.0009,-0.01,0.00,-1.27,0.02,0.53
1661048820,binance,DGBUSDT,0.0000,-0.01,0.00,-1.27,0.02,0.53
1661048880,binance,DGBUSDT,0.0000,-0.01,0.00,-1.27,0.02,0.56
1661048940,binance,DGBUSDT,0.0000,-0.01,0.00,-1.23,0.02,0.56
1661049000,binance,DGBUSDT,0.0000,-0.01,0.00,-1.20,0.02,0.56
1661049060,binance,DGBUSDT,0.0000,-0.01,0.00,-1.20,0.02,0.56
1661049120,binance,DGBUSDT,0.0000,-0.01,0.00,-1.20,0.02,0.56
1661049180,binance,DGBUSDT,0.0000,-0.01,0.00,-1.20,0.02,0.56
1661049240,binance,DGBUSDT,-0.0019,-0.01,0.00,-2.20,0.02,0.53
1661049300,binance,DGBUSDT,0.0000,-0.01,0.00,-2.02,0.02,0.53
1661049360,binance,DGBUSDT,0.0000,-0.01,0.00,-1.92,0.02,0.53
1661049420,binance,DGBUSDT,-0.0009,-0.01,0.00,-2.29,0.02,0.54
1661049480,binance,DGBUSDT,0.0000,-0.01,0.00,-2.15,0.02,0.53
1661049540,binance,DGBUSDT,0.0019,-0.01,0.00,-1.06,0.02,0.56
1661049600,binance,DGBUSDT,0.0000,-0.01,0.00,-1.01,0.02,0.53
1661049660,binance,DGBUSDT,0.0000,-0.01,0.00,-0.96,0.02,0.53
1661049720,binance,DGBUSDT,0.0000,-0.01,0.00,-0.91,0.02,0.53
1661049780,binance,DGBUSDT,0.0000,-0.01,0.00,-0.87,0.02,0.56
1661049840,binance,DGBUSDT,0.0000,-0.01,0.00,-0.82,0.02,0.56
1661049900,binance,DGBUSDT,0.0000,-0.01,0.00,-0.78,0.02,0.56
1661049960,binance,DGBUSDT,0.0000,-0.01,0.00,-0.74,0.02,0.56
1661050020,binance,DGBUSDT,0.0009,-0.01,0.00,-0.16,0.02,0.52
1661050080,binance,DGBUSDT,0.0009,-0.01,0.00,0.45,0.02,0.50
1661050140,binance,DGBUSDT,0.0000,-0.01,0.00,0.47,0.02,0.50
1661050200,binance,DGBUSDT,0.0019,-0.01,0.01,1.60,0.03,0.53
1661050260,binance,DGBUSDT,0.0000,-0.01,0.01,1.66,0.03,0.53
1661050320,binance,DGBUSDT,0.0000,-0.01,0.01,1.73,0.04,0.51
1661050380,binance,DGBUSDT,0.0000,-0.00,0.01,1.81,0.05,0.51
1661050440,binance,DGBUSDT,0.0000,-0.00,0.01,1.75,0.04,0.48
1661050500,binance,DGBUSDT,0.0000,-0.00,0.01,1.70,0.04,0.50
1661050560,binance,DGBUSDT,0.0000,-0.00,0.01,1.65,0.04,0.50
1661050620,binance,DGBUSDT,-0.0019,-0.00,0.01,0.48,0.04,0.47
1661050680,binance,DGBUSDT,0.0000,-0.00,0.01,0.48,0.04,0.47
1661050740,binance,DGBUSDT,0.0000,-0.00,0.01,0.48,0.04,0.47
1661050800,binance,DGBUSDT,-0.0009,-0.00,0.01,-0.11,0.04,0.50
1661050860,binance,DGBUSDT,0.0000,-0.00,0.01,-0.09,0.04,0.50
1661050920,binance,DGBUSDT,-0.0019,-0.00,0.01,-1.23,0.03,0.48
1661050980,binance,DGBUSDT,0.0000,-0.00,0.01,-1.18,0.03,0.50
1661051040,binance,DGBUSDT,0.0000,-0.00,0.01,-1.13,0.03,0.50
1661051100,binance,DGBUSDT,0.0009,-0.00,0.01,-0.56,0.03,0.48
1661051160,binance,DGBUSDT,0.0000,-0.00,0.01,-0.54,0.03,0.46
1661051220,binance,DGBUSDT,0.0000,-0.00,0.01,-0.53,0.03,0.46
1661051280,binance,DGBUSDT,0.0000,-0.00,0.01,-0.51,0.03,0.43
1661051340,binance,DGBUSDT,-0.0019,-0.01,0.01,-1.55,0.02,0.42
1661051400,binance,DGBUSDT,0.0000,-0.01,0.01,-1.46,0.02,0.42
1661051460,binance,DGBUSDT,0.0000,-0.01,0.01,-1.39,0.02,0.42
1661051520,binance,DGBUSDT,0.0000,-0.01,0.01,-1.32,0.02,0.42
1661051580,binance,DGBUSDT,0.0000,-0.01,0.01,-1.25,0.02,0.42
1661051640,binance,DGBUSDT,0.0000,-0.01,0.01,-1.23,0.02,0.42
1661051700,binance,DGBUSDT,-0.0009,-0.01,0.01,-1.64,0.02,0.44
1661051760,binance,DGBUSDT,0.0000,-0.01,0.01,-1.58,0.02,0.45
1661051820,binance,DGBUSDT,0.0000,-0.01,0.01,-1.54,0.03,0.48
1661051880,binance,DGBUSDT,0.0000,-0.01,0.00,-1.51,0.03,0.48
1661051940,binance,DGBUSDT,0.0000,-0.01,0.00,-1.43,0.03,0.39
1661052000,binance,DGBUSDT,0.0000,-0.01,0.00,-1.36,0.03,0.39
1661052060,binance,DGBUSDT,0.0000,-0.01,0.00,-1.30,0.03,0.39
1661052120,binance,DGBUSDT,0.0000,-0.01,0.00,-1.25,0.02,0.39
1661052180,binance,DGBUSDT,-0.0009,-0.01,0.00,-1.56,0.02,0.40
1661052240,binance,DGBUSDT,0.0000,-0.01,0.00,-1.48,0.02,0.40
1661052300,binance,DGBUSDT,0.0019,-0.01,0.00,-0.69,0.03,0.50
1661052360,binance,DGBUSDT,0.0000,-0.01,0.00,-0.66,0.03,0.52
1661052420,binance,DGBUSDT,0.0000,-0.01,0.00,-0.63,0.03,0.52
1661052480,binance,DGBUSDT,0.0009,-0.01,0.00,-0.23,0.03,0.49
1661052540,binance,DGBUSDT,-0.0019,-0.01,0.00,-0.94,0.03,0.46
1661052600,binance,DGBUSDT,0.0019,-0.01,0.00,-0.14,0.03,0.48
1661052660,binance,DGBUSDT,-0.0019,-0.01,0.00,-0.90,0.03,0.48
1661052720,binance,DGBUSDT,-0.0019,-0.01,0.00,-1.66,0.03,0.47
1661052780,binance,DGBUSDT,-0.0009,-0.01,0.00,-1.99,0.02,0.49
1661052840,binance,DGBUSDT,0.0019,-0.01,0.00,-1.12,0.03,0.53
1661052900,binance,DGBUSDT,0.0000,-0.01,0.00,-1.10,0.03,0.53
1661052960,binance,DGBUSDT,0.0000,-0.01,0.00,-1.10,0.03,0.53
1661053020,binance,DGBUSDT,0.0000,-0.01,0.00,-1.07,0.03,0.53
1661053080,binance,DGBUSDT,0.0000,-0.01,0.00,-1.04,0.02,0.54
1661053140,binance,DGBUSDT,0.0009,-0.01,0.00,-0.42,0.02,0.52
1661053200,binance,DGBUSDT,0.0000,-0.01,0.00,-0.38,0.02,0.52
1661053260,binance,DGBUSDT,0.0000,-0.01,0.00,-0.34,0.02,0.52
1661053320,binance,DGBUSDT,-0.0028,-0.01,0.00,-2.27,0.02,0.48
1661053380,binance,DGBUSDT,0.0000,-0.01,0.00,-2.09,0.02,0.48
1661053440,binance,DGBUSDT,0.0000,-0.01,0.00,-1.94,0.02,0.47
1661053500,binance,DGBUSDT,0.0000,-0.01,0.00,-1.84,0.01,0.47
1661053560,binance,DGBUSDT,0.0000,-0.01,0.00,-1.76,0.01,0.47
1661053620,binance,DGBUSDT,-0.0009,-0.01,0.00,-2.25,0.01,0.48
1661053680,binance,DGBUSDT,0.0000,-0.01,0.00,-2.13,0.01,0.48
1661053740,binance,DGBUSDT,0.0000,-0.01,0.00,-1.97,0.01,0.48
1661053800,binance,DGBUSDT,0.0000,-0.01,0.00,-1.84,0.01,0.48
1661053860,binance,DGBUSDT,0.0000,-0.01,0.00,-1.72,0.01,0.48
1661053920,binance,DGBUSDT,0.0000,-0.01,0.00,-1.62,0.01,0.47
1661053980,binance,DGBUSDT,0.0000,-0.01,0.00,-1.53,0.01,0.47
1661054040,binance,DGBUSDT,-0.0009,-0.01,0.00,-1.92,0.01,0.47
1661054100,binance,DGBUSDT,0.0000,-0.01,0.00,-1.79,0.01,0.47
1661054160,binance,DGBUSDT,0.0009,-0.01,0.00,-1.22,0.01,0.45
1661054220,binance,DGBUSDT,0.0000,-0.01,0.00,-1.16,0.01,0.47
1661054280,binance,DGBUSDT,0.0000,-0.01,0.00,-1.10,0.01,0.47
